CNPJ;NOME;ENDEREÇO;COMPLEMENTO;BAIRRO;MUNICÍPIO;UF;PRODUTO;VALOR VENDA;DATA CADASTRO
26947902000123;POSTO DA FIGUEIRA VI;AVENIDA DORIVAL CANDIDO LUZ DE OLIVEIRA,2340;;COHAB C;GRAVATAI;RS;Diesel S500;3,449;14/10/2019 15:58
26947902000123;POSTO DA FIGUEIRA VI;AVENIDA DORIVAL CANDIDO LUZ DE OLIVEIRA,2340;;COHAB C;GRAVATAI;RS;Diesel S10;3,549;14/10/2019 15:58
27336719000154;POSTO TOTAL;RUA CONSELHEIRO PORTELA,210;;ESPINHEIRO;RECIFE;PE;Gasolina C Comum;4,349;29/11/2018 10:43
27336719000154;POSTO TOTAL;RUA CONSELHEIRO PORTELA,210;;ESPINHEIRO;RECIFE;PE;Etanol;3,199;29/11/2018 10:43
27336719000154;POSTO TOTAL;RUA CONSELHEIRO PORTELA,210;;ESPINHEIRO;RECIFE;PE;Diesel S10;3,799;29/11/2018 10:43
27444236000173;AUTO POSTO GAUCHINHO;RUA MAJOR CARLOS DA SILVA,1131;;VILA JUQUITA;MARACAJU;MS;Gasolina C Comum;4,469;27/06/2018 12:00
27444236000173;AUTO POSTO GAUCHINHO;RUA MAJOR CARLOS DA SILVA,1131;;VILA JUQUITA;MARACAJU;MS;Etanol;3,399;27/06/2018 12:00
27444236000173;AUTO POSTO GAUCHINHO;RUA MAJOR CARLOS DA SILVA,1131;;VILA JUQUITA;MARACAJU;MS;Diesel S500;3,54;27/06/2018 12:00
27444236000173;AUTO POSTO GAUCHINHO;RUA MAJOR CARLOS DA SILVA,1131;;VILA JUQUITA;MARACAJU;MS;Diesel S10;3,6;27/06/2018 12:00
28343707000110;AUTO POSTO UNIAO;RUA MARECHAL DEODORO DA FONSECA,135;;CENTRO;UNIAO DOS PALMARES;AL;Gasolina C Comum;3,959;25/07/2019 19:36
28343707000110;AUTO POSTO UNIAO;RUA MARECHAL DEODORO DA FONSECA,135;;CENTRO;UNIAO DOS PALMARES;AL;Etanol;3,372;25/07/2019 19:36
28343707000110;AUTO POSTO UNIAO;RUA MARECHAL DEODORO DA FONSECA,135;;CENTRO;UNIAO DOS PALMARES;AL;Diesel S10;3,239;25/07/2019 19:36
28649617000151;POSTO INOVE;RODOVIA OTHOVARINO DUARTE SANTOS,97;KM    01;CARAPINA;SAO MATEUS;ES;Gasolina C Comum;4,114;13/05/2019 10:45
28649617000151;POSTO INOVE;RODOVIA OTHOVARINO DUARTE SANTOS,97;KM    01;CARAPINA;SAO MATEUS;ES;Diesel S10;3,263;13/05/2019 10:45
28771931000102;MANANCIAL COMERCIO DE COMBUSTIVEIS;RUA 21,1380;QUADRA42                  LOTE  01;CENTRO;EDEALINA;GO;Gasolina C Comum;4,799;04/10/2018 09:17
28771931000102;MANANCIAL COMERCIO DE COMBUSTIVEIS;RUA 21,1380;QUADRA42                  LOTE  01;CENTRO;EDEALINA;GO;Etanol;2,889;04/10/2018 09:17
28771931000102;MANANCIAL COMERCIO DE COMBUSTIVEIS;RUA 21,1380;QUADRA42                  LOTE  01;CENTRO;EDEALINA;GO;Diesel S500;3,699;04/10/2018 09:17
28771931000102;MANANCIAL COMERCIO DE COMBUSTIVEIS;RUA 21,1380;QUADRA42                  LOTE  01;CENTRO;EDEALINA;GO;Diesel S10;3,799;04/10/2018 09:17
28861014000119;POSTO SAM;ESTRADA DE RIBAMAR,11;;VILA KIOLA;SAO JOSE DE RIBAMAR;MA;Gasolina C Comum;4,099;13/07/2018 11:28
28861014000119;POSTO SAM;ESTRADA DE RIBAMAR,11;;VILA KIOLA;SAO JOSE DE RIBAMAR;MA;Diesel S10;3,399;13/07/2018 11:28
29402611000148;GTX;AVENIDA BRIGADEIRO JOSE VICENTE DE FARIA LIMA,815;;JARDIM MARIA AUGUSTA;TAUBATE;SP;Gasolina C Comum;3,999;08/10/2019 17:03
29402611000148;GTX;AVENIDA BRIGADEIRO JOSE VICENTE DE FARIA LIMA,815;;JARDIM MARIA AUGUSTA;TAUBATE;SP;Etanol;2,659;08/10/2019 17:03
29402611000148;GTX;AVENIDA BRIGADEIRO JOSE VICENTE DE FARIA LIMA,815;;JARDIM MARIA AUGUSTA;TAUBATE;SP;Diesel S10;3,599;08/10/2019 17:03
30701345000133;POSTOS MAX;AVENIDA BRASIL,588;;CENTRO;PASSO FUNDO;RS;Gasolina C Comum;4,759;25/09/2018 09:01
30701345000133;POSTOS MAX;AVENIDA BRASIL,588;;CENTRO;PASSO FUNDO;RS;Diesel S10;3,499;25/09/2018 09:01
31145107000151;AUTO POSTO SANTO ANGELO;AVENIDA JO SATO,802;;JARDIM ELDORADO;VILHENA;RO;Gasolina C Comum;4,479;26/03/2019 17:17
31145107000151;AUTO POSTO SANTO ANGELO;AVENIDA JO SATO,802;;JARDIM ELDORADO;VILHENA;RO;Etanol;3,599;26/03/2019 17:17
31145107000151;AUTO POSTO SANTO ANGELO;AVENIDA JO SATO,802;;JARDIM ELDORADO;VILHENA;RO;Diesel S500;3,869;26/03/2019 17:17
31145107000151;AUTO POSTO SANTO ANGELO;AVENIDA JO SATO,802;;JARDIM ELDORADO;VILHENA;RO;Diesel S10;3,959;26/03/2019 17:17
31372642000145;REMAN COMERCIO DE PETROLEO LTDA;AVENIDA MARECHAL ALENCASTRO,3571;;ANCHIETA;RIO DE JANEIRO;RJ;Gasolina C Comum;4,678;12/07/2018 11:32
31372642000145;REMAN COMERCIO DE PETROLEO LTDA;AVENIDA MARECHAL ALENCASTRO,3571;;ANCHIETA;RIO DE JANEIRO;RJ;Etanol;3,168;12/07/2018 11:32
31372642000145;REMAN COMERCIO DE PETROLEO LTDA;AVENIDA MARECHAL ALENCASTRO,3571;;ANCHIETA;RIO DE JANEIRO;RJ;Diesel S10;3,288;12/07/2018 11:32
31372642000145;REMAN COMERCIO DE PETROLEO LTDA;AVENIDA MARECHAL ALENCASTRO,3571;;ANCHIETA;RIO DE JANEIRO;RJ;Diesel S500;3,288;12/07/2018 11:33
32357055000140;COMAFEL COMERCIO DE MAQUINAS E FERRAGENS LTDA;AVENIDA GERALDO DE LIMA BASTOS,2;;CENTRO;VALENCA;RJ;Gasolina C Comum;4,999;08/07/2019 16:15
32357055000140;COMAFEL COMERCIO DE MAQUINAS E FERRAGENS LTDA;AVENIDA GERALDO DE LIMA BASTOS,2;;CENTRO;VALENCA;RJ;Etanol;3,939;08/07/2019 16:15
32357055000140;COMAFEL COMERCIO DE MAQUINAS E FERRAGENS LTDA;AVENIDA GERALDO DE LIMA BASTOS,2;;CENTRO;VALENCA;RJ;Diesel S10;3,699;08/07/2019 16:15
33088436000133;POSTO SANTA CRUZ;AVENIDA BRAZ DE PINA,832;;PENHA;RIO DE JANEIRO;RJ;Gasolina C Comum;4,899;01/07/2019 17:18
33088436000133;POSTO SANTA CRUZ;AVENIDA BRAZ DE PINA,832;;PENHA;RIO DE JANEIRO;RJ;Etanol;3,899;01/07/2019 17:18
33088436000133;POSTO SANTA CRUZ;AVENIDA BRAZ DE PINA,832;;PENHA;RIO DE JANEIRO;RJ;Diesel S10;3,499;01/07/2019 17:18
33201971000159;POSTO DE GASOLINA JUREMA LTDA;RUA CONDE DE BONFIM,734;;TIJUCA;RIO DE JANEIRO;RJ;Gasolina C Comum;4,899;21/02/2019 11:51
33201971000159;POSTO DE GASOLINA JUREMA LTDA;RUA CONDE DE BONFIM,734;;TIJUCA;RIO DE JANEIRO;RJ;Etanol;4,099;21/02/2019 11:51
33201971000159;POSTO DE GASOLINA JUREMA LTDA;RUA CONDE DE BONFIM,734;;TIJUCA;RIO DE JANEIRO;RJ;Diesel S10;3,697;21/02/2019 11:51
33250929000128;POSTO IATE COMBUSTIVEIS E LUBRIFICANTES LTDA;AVENIDA PASTEUR,S/N;INTERIOR DO ICRJ;URCA;RIO DE JANEIRO;RJ;Gasolina C Comum;4,999;29/11/2018 15:27
33517491000100;POSTO DE LUBRIFICAÇÃO COMODORO LTDA;RUA SENADOR VERGUEIRO,9; ;FLAMENGO;RIO DE JANEIRO;RJ;Gasolina C Comum;5,099;17/04/2019 08:41
33517491000100;POSTO DE LUBRIFICAÇÃO COMODORO LTDA;RUA SENADOR VERGUEIRO,9; ;FLAMENGO;RIO DE JANEIRO;RJ;Etanol;4,399;17/04/2019 08:41
33785148000138;AUTO POSTO PIT-STOP LTDA.;AVENIDA PRESIDENTE VARGAS,1460;;CENTRO;DOURADOS;MS;Gasolina C Comum;4,399;16/07/2018 12:49
33785148000138;AUTO POSTO PIT-STOP LTDA.;AVENIDA PRESIDENTE VARGAS,1460;;CENTRO;DOURADOS;MS;Etanol;3,329;11/07/2018 11:55
33785148000138;AUTO POSTO PIT-STOP LTDA.;AVENIDA PRESIDENTE VARGAS,1460;;CENTRO;DOURADOS;MS;Diesel S500;3,638;04/07/2018 17:33
33785148000138;AUTO POSTO PIT-STOP LTDA.;AVENIDA PRESIDENTE VARGAS,1460;;CENTRO;DOURADOS;MS;Diesel S10;3,719;04/07/2018 17:33
33885534000100;POSTO LEAO;RUA FLORES DA CUNHA,25;SALA;CENTRO;MACAUBAS;BA;Gasolina C Comum;5,097;29/05/2019 15:58
33885534000100;POSTO LEAO;RUA FLORES DA CUNHA,25;SALA;CENTRO;MACAUBAS;BA;Etanol;3,715;29/05/2019 15:58
33885534000100;POSTO LEAO;RUA FLORES DA CUNHA,25;SALA;CENTRO;MACAUBAS;BA;Diesel S500;3,997;29/05/2019 15:58
33885534000100;POSTO LEAO;RUA FLORES DA CUNHA,25;SALA;CENTRO;MACAUBAS;BA;Diesel S10;4,097;29/05/2019 15:58
34002337000150;POSTOS IATE COMERCIO E SERVICOS LTDA;AVENIDA REPORT NESTOR MOREIRA,41;;BOTAFOGO;RIO DE JANEIRO;RJ;GNV;3,299;17/10/2019 12:24
34002337000150;POSTOS IATE COMERCIO E SERVICOS LTDA;AVENIDA REPORT NESTOR MOREIRA,41;;BOTAFOGO;RIO DE JANEIRO;RJ;Gasolina C Comum;5,099;17/10/2019 12:24
34002337000150;POSTOS IATE COMERCIO E SERVICOS LTDA;AVENIDA REPORT NESTOR MOREIRA,41;;BOTAFOGO;RIO DE JANEIRO;RJ;Etanol;4,299;17/10/2019 12:24
34002337000150;POSTOS IATE COMERCIO E SERVICOS LTDA;AVENIDA REPORT NESTOR MOREIRA,41;;BOTAFOGO;RIO DE JANEIRO;RJ;Diesel S10;4,099;17/10/2019 12:24
34147157000166;AUTO POSTO EXCEDE LTDA;AVENIDA EPITACIO PESSOA,4630;;LAGOA;RIO DE JANEIRO;RJ;Gasolina C Comum;5,099;17/10/2019 12:27
34147157000166;AUTO POSTO EXCEDE LTDA;AVENIDA EPITACIO PESSOA,4630;;LAGOA;RIO DE JANEIRO;RJ;Etanol;4,199;17/10/2019 12:27
34147157000166;AUTO POSTO EXCEDE LTDA;AVENIDA EPITACIO PESSOA,4630;;LAGOA;RIO DE JANEIRO;RJ;Diesel S10;3,999;17/10/2019 12:27
36990794000125;AUTO POSTO COIMBRA;AVENIDA ARAGUAIA,1462;QUADRA 97 LOTES 1 E 2;INDUSTRIAL;ARAGUATINS;TO;Gasolina C Comum;5,2;27/09/2018 08:26
36990794000125;AUTO POSTO COIMBRA;AVENIDA ARAGUAIA,1462;QUADRA 97 LOTES 1 E 2;INDUSTRIAL;ARAGUATINS;TO;Etanol;3,85;27/09/2018 08:26
36990794000125;AUTO POSTO COIMBRA;AVENIDA ARAGUAIA,1462;QUADRA 97 LOTES 1 E 2;INDUSTRIAL;ARAGUATINS;TO;Diesel S500;3,78;27/09/2018 08:26
36990794000125;AUTO POSTO COIMBRA;AVENIDA ARAGUAIA,1462;QUADRA 97 LOTES 1 E 2;INDUSTRIAL;ARAGUATINS;TO;Diesel S10;3,81;27/09/2018 08:26
37563426000163;POSTO CARAZINHO;RUA PREFEITO THEOFANES,2691;;CENTRO;RIO BRILHANTE;MS;Gasolina C Comum;4,59;27/06/2018 12:39
37563426000163;POSTO CARAZINHO;RUA PREFEITO THEOFANES,2691;;CENTRO;RIO BRILHANTE;MS;Etanol;3,49;27/06/2018 12:39
37563426000163;POSTO CARAZINHO;RUA PREFEITO THEOFANES,2691;;CENTRO;RIO BRILHANTE;MS;Diesel S500;3,69;27/06/2018 12:39
37563426000163;POSTO CARAZINHO;RUA PREFEITO THEOFANES,2691;;CENTRO;RIO BRILHANTE;MS;Diesel S10;3,8;27/06/2018 12:39
37563426000244;POSTO TCHE;RUA BENJAMIN CONSTANT,2054;;BAIRRO NORTE;RIO BRILHANTE;MS;Gasolina C Comum;4,69;27/06/2018 13:00
37563426000244;POSTO TCHE;RUA BENJAMIN CONSTANT,2054;;BAIRRO NORTE;RIO BRILHANTE;MS;Etanol;3,49;27/06/2018 13:00
37563426000244;POSTO TCHE;RUA BENJAMIN CONSTANT,2054;;BAIRRO NORTE;RIO BRILHANTE;MS;Diesel S500;3,69;27/06/2018 13:00
37563426000244;POSTO TCHE;RUA BENJAMIN CONSTANT,2054;;BAIRRO NORTE;RIO BRILHANTE;MS;Diesel S10;3,8;27/06/2018 13:00
39010798000198;POSTO ELEFANTINHO DE LINS LTDA;RUA FLORIANO PEIXOTO,1350;;CENTRO;LINS;SP;Gasolina C Comum;4,249;13/05/2019 16:29
39010798000198;POSTO ELEFANTINHO DE LINS LTDA;RUA FLORIANO PEIXOTO,1350;;CENTRO;LINS;SP;Etanol;2,959;13/05/2019 16:29
39010798000198;POSTO ELEFANTINHO DE LINS LTDA;RUA FLORIANO PEIXOTO,1350;;CENTRO;LINS;SP;Diesel S10;3,699;13/05/2019 16:29
40296824000175;KEM COM REP TRANSP SERV EXP IMP PROD DERV PETROLEO LTDA; ETR  MARECHAL ALENCASTRO,3660;;ANCHIETA;RIO DE JANEIRO;RJ;Gasolina C Comum;4,852;10/09/2019 19:05
40296824000175;KEM COM REP TRANSP SERV EXP IMP PROD DERV PETROLEO LTDA; ETR  MARECHAL ALENCASTRO,3660;;ANCHIETA;RIO DE JANEIRO;RJ;Etanol;3,898;10/09/2019 19:05
40296824000175;KEM COM REP TRANSP SERV EXP IMP PROD DERV PETROLEO LTDA; ETR  MARECHAL ALENCASTRO,3660;;ANCHIETA;RIO DE JANEIRO;RJ;GNV;3,097;10/09/2019 19:05
40296824000175;KEM COM REP TRANSP SERV EXP IMP PROD DERV PETROLEO LTDA; ETR  MARECHAL ALENCASTRO,3660;;ANCHIETA;RIO DE JANEIRO;RJ;Diesel S500;3,736;10/09/2019 19:05
40296824000175;KEM COM REP TRANSP SERV EXP IMP PROD DERV PETROLEO LTDA; ETR  MARECHAL ALENCASTRO,3660;;ANCHIETA;RIO DE JANEIRO;RJ;Diesel S10;3,754;10/09/2019 19:05
41526112000168;POSTO SAO JOSE;RODOVIA BR 142,S/N;KM 01;ZONA RURAL;PIO IX;PI;Gasolina C Comum;4,9;24/07/2018 09:28
41526112000168;POSTO SAO JOSE;RODOVIA BR 142,S/N;KM 01;ZONA RURAL;PIO IX;PI;Diesel S10;3,55;24/07/2018 09:28
41798398000130;POSTO LAMPARINA;RODOVIA BR 135,SN;"KM: 510;";CENTRO;BUENOPOLIS;MG;Gasolina C Comum;5,149;08/10/2018 17:38
41798398000130;POSTO LAMPARINA;RODOVIA BR 135,SN;"KM: 510;";CENTRO;BUENOPOLIS;MG;Etanol;3,569;08/10/2018 17:38
41798398000130;POSTO LAMPARINA;RODOVIA BR 135,SN;"KM: 510;";CENTRO;BUENOPOLIS;MG;Diesel S10;3,989;08/10/2018 17:38
42299370000111;POSTO RUBI;RUA BELISÁRIO PENA,760;;PENHA;RIO DE JANEIRO;RJ;Gasolina C Comum;4,859;05/11/2018 16:01
42299370000111;POSTO RUBI;RUA BELISÁRIO PENA,760;;PENHA;RIO DE JANEIRO;RJ;Etanol;3,399;05/11/2018 16:01
42299370000111;POSTO RUBI;RUA BELISÁRIO PENA,760;;PENHA;RIO DE JANEIRO;RJ;GNV;2,899;05/11/2018 16:01
42299370000111;POSTO RUBI;RUA BELISÁRIO PENA,760;;PENHA;RIO DE JANEIRO;RJ;Diesel S500;3,559;05/11/2018 16:01
42299370000111;POSTO RUBI;RUA BELISÁRIO PENA,760;;PENHA;RIO DE JANEIRO;RJ;Diesel S10;3,659;05/11/2018 16:01
48299440000118;KOIKE, KOIKE & CIA LTDA;AVENIDA IRMAS CINTRA,525;;CENTRO;SAO MANUEL;SP;Gasolina C Comum;4,5;20/06/2018 13:27
48299440000118;KOIKE, KOIKE & CIA LTDA;AVENIDA IRMAS CINTRA,525;;CENTRO;SAO MANUEL;SP;Etanol;2,98;20/06/2018 13:27
48299440000118;KOIKE, KOIKE & CIA LTDA;AVENIDA IRMAS CINTRA,525;;CENTRO;SAO MANUEL;SP;Diesel S500;3,41;20/06/2018 13:27
53328944000159;AUTO POSTO BANDEIRA;AVENIDA JOAO PESSOA,1426;;PEDREGULHO;GUARATINGUETA;SP;Gasolina C Comum;4,079;08/10/2019 16:38
53328944000159;AUTO POSTO BANDEIRA;AVENIDA JOAO PESSOA,1426;;PEDREGULHO;GUARATINGUETA;SP;Etanol;2,779;15/08/2019 09:30
53328944000159;AUTO POSTO BANDEIRA;AVENIDA JOAO PESSOA,1426;;PEDREGULHO;GUARATINGUETA;SP;Diesel S500;3,639;08/10/2019 16:38
53328944000159;AUTO POSTO BANDEIRA;AVENIDA JOAO PESSOA,1426;;PEDREGULHO;GUARATINGUETA;SP;Diesel S10;3,769;08/10/2019 16:38
58662446000161;AUTO POSTO 4R LTDA.;RODOVIA PRESIDENTE DUTRA,S/N;KM 124;CAMPO GRANDE;CACAPAVA;SP;Gasolina C Comum;4,079;08/10/2019 16:43
58662446000161;AUTO POSTO 4R LTDA.;RODOVIA PRESIDENTE DUTRA,S/N;KM 124;CAMPO GRANDE;CACAPAVA;SP;Etanol;2,699;05/09/2019 09:33
58662446000161;AUTO POSTO 4R LTDA.;RODOVIA PRESIDENTE DUTRA,S/N;KM 124;CAMPO GRANDE;CACAPAVA;SP;Diesel S500;3,499;21/09/2019 14:15
58662446000161;AUTO POSTO 4R LTDA.;RODOVIA PRESIDENTE DUTRA,S/N;KM 124;CAMPO GRANDE;CACAPAVA;SP;Diesel S10;3,599;21/09/2019 14:15
61109229000153;AUTO POSTO DA FÉ LTDA;AVENIDA CONSELHEIRO CARRÃO,3481; ;VILA CARRÃO;SAO PAULO;SP;Gasolina C Comum;4,299;31/07/2018 11:38
61109229000153;AUTO POSTO DA FÉ LTDA;AVENIDA CONSELHEIRO CARRÃO,3481; ;VILA CARRÃO;SAO PAULO;SP;Etanol;2,599;31/07/2018 11:38
61109229000153;AUTO POSTO DA FÉ LTDA;AVENIDA CONSELHEIRO CARRÃO,3481; ;VILA CARRÃO;SAO PAULO;SP;Diesel S10;3,439;31/07/2018 11:38
70056510000166;POSTO GONZAGAO;RODOVIA ASA BRANCA BR 122 KM 38,SN;;CENTRO;EXU;PE;Gasolina C Comum;4,659;07/01/2019 16:38
70056510000166;POSTO GONZAGAO;RODOVIA ASA BRANCA BR 122 KM 38,SN;;CENTRO;EXU;PE;Etanol;3,779;07/01/2019 16:38
70056510000166;POSTO GONZAGAO;RODOVIA ASA BRANCA BR 122 KM 38,SN;;CENTRO;EXU;PE;Diesel S10;3,609;07/01/2019 16:38
72408842000198;ALG POSTO DE ABASTECIMENTO E SERVICOS LTDA;AVENIDA DOS DEMOCRATICOS,1400;;BONSUCESSO;RIO DE JANEIRO;RJ;Gasolina C Comum;4,999;17/10/2019 12:23
72408842000198;ALG POSTO DE ABASTECIMENTO E SERVICOS LTDA;AVENIDA DOS DEMOCRATICOS,1400;;BONSUCESSO;RIO DE JANEIRO;RJ;Etanol;4,199;17/10/2019 12:23
72408842000198;ALG POSTO DE ABASTECIMENTO E SERVICOS LTDA;AVENIDA DOS DEMOCRATICOS,1400;;BONSUCESSO;RIO DE JANEIRO;RJ;GNV;3,099;17/10/2019 12:23
72408842000198;ALG POSTO DE ABASTECIMENTO E SERVICOS LTDA;AVENIDA DOS DEMOCRATICOS,1400;;BONSUCESSO;RIO DE JANEIRO;RJ;Diesel S10;3,999;17/10/2019 12:23
75474288000135;COMERCIAL DE COMBUSTIVEIS TREZEMAINHENSE LTDA;AVENIDA ADEMAR GHIZI,SN;;CENTRO;TREZE DE MAIO;SC;Gasolina C Comum;4,479;22/08/2018 18:39
75474288000135;COMERCIAL DE COMBUSTIVEIS TREZEMAINHENSE LTDA;AVENIDA ADEMAR GHIZI,SN;;CENTRO;TREZE DE MAIO;SC;Etanol;3,929;22/08/2018 18:39
75474288000135;COMERCIAL DE COMBUSTIVEIS TREZEMAINHENSE LTDA;AVENIDA ADEMAR GHIZI,SN;;CENTRO;TREZE DE MAIO;SC;Diesel S500;3,329;22/08/2018 18:39
76840198000183;SULCAR POSTO DE SERVICOS LTDA;RUA DEP ANTONIO EDU VIEIRA,1190;;PANTANAL;FLORIANOPOLIS;SC;Gasolina C Comum;3,799;16/07/2019 08:11
76840198000183;SULCAR POSTO DE SERVICOS LTDA;RUA DEP ANTONIO EDU VIEIRA,1190;;PANTANAL;FLORIANOPOLIS;SC;Etanol;3,999;16/07/2019 08:11
76840198000183;SULCAR POSTO DE SERVICOS LTDA;RUA DEP ANTONIO EDU VIEIRA,1190;;PANTANAL;FLORIANOPOLIS;SC;Diesel S10;3,849;16/07/2019 08:11
80806904000148;POSTOS MAX;AVENIDA MARINHEIRO MAX SCHRAMM,2586;;ESTREITO;FLORIANOPOLIS;SC;Gasolina C Comum;4,199;25/09/2018 09:02
80806904000148;POSTOS MAX;AVENIDA MARINHEIRO MAX SCHRAMM,2586;;ESTREITO;FLORIANOPOLIS;SC;Diesel S10;3,499;25/09/2018 09:02
83392050000199;POSTO ZANDONA 12;RUA DR PEDRO ZIMMERMANN,2600;;ITOUPAVA CENTRAL;BLUMENAU;SC;Gasolina C Comum;4,097;25/06/2018 11:09
83392050000199;POSTO ZANDONA 12;RUA DR PEDRO ZIMMERMANN,2600;;ITOUPAVA CENTRAL;BLUMENAU;SC;Etanol;3,497;25/06/2018 11:09
83392050000199;POSTO ZANDONA 12;RUA DR PEDRO ZIMMERMANN,2600;;ITOUPAVA CENTRAL;BLUMENAU;SC;GNV;2,197;25/06/2018 11:09
83392050000199;POSTO ZANDONA 12;RUA DR PEDRO ZIMMERMANN,2600;;ITOUPAVA CENTRAL;BLUMENAU;SC;Diesel S500;3,437;25/06/2018 11:09
83392050000199;POSTO ZANDONA 12;RUA DR PEDRO ZIMMERMANN,2600;;ITOUPAVA CENTRAL;BLUMENAU;SC;Diesel S10;3,537;25/06/2018 11:09
83607333000100;POSTO OURO VERDE LTDA;AVENIDA PEDRO BIOTTO SOBRINHO,616;;CENTRO;OURO VERDE;SC;Gasolina C Comum;4,58;29/08/2018 10:34
83607333000100;POSTO OURO VERDE LTDA;AVENIDA PEDRO BIOTTO SOBRINHO,616;;CENTRO;OURO VERDE;SC;Diesel S500;3,79;29/08/2018 10:34
83607333000100;POSTO OURO VERDE LTDA;AVENIDA PEDRO BIOTTO SOBRINHO,616;;CENTRO;OURO VERDE;SC;Diesel S10;3,89;29/08/2018 10:34
84437136000153;POSTO MARECHAL;AVENIDA MARECHAL DEODORO DA FONSECA,961;;CENTRO;JARAGUA DO SUL;SC;Gasolina C Comum;4,175;13/07/2018 08:55
84437136000153;POSTO MARECHAL;AVENIDA MARECHAL DEODORO DA FONSECA,961;;CENTRO;JARAGUA DO SUL;SC;Etanol;3,375;13/07/2018 08:55
84437136000153;POSTO MARECHAL;AVENIDA MARECHAL DEODORO DA FONSECA,961;;CENTRO;JARAGUA DO SUL;SC;Diesel S10;3,335;13/07/2018 08:55
87012050000177;POSTO COOMOCA;RUA MIGUEL LORETO SOBRINHO,28;ESQUINA COM BR 153;DISTRITO INDUSTRIAL;CACHOEIRA DO SUL;RS;Gasolina C Comum;4;13/07/2018 10:57
87012050000177;POSTO COOMOCA;RUA MIGUEL LORETO SOBRINHO,28;ESQUINA COM BR 153;DISTRITO INDUSTRIAL;CACHOEIRA DO SUL;RS;Etanol;3;13/07/2018 10:57
87012050000177;POSTO COOMOCA;RUA MIGUEL LORETO SOBRINHO,28;ESQUINA COM BR 153;DISTRITO INDUSTRIAL;CACHOEIRA DO SUL;RS;Diesel S500;3;13/07/2018 10:57
87012050000177;POSTO COOMOCA;RUA MIGUEL LORETO SOBRINHO,28;ESQUINA COM BR 153;DISTRITO INDUSTRIAL;CACHOEIRA DO SUL;RS;Diesel S10;3;13/07/2018 10:57
91424135000130;ABASTECEDORA TRES AMIGOS LTDA;RODOVIA BR-116,7455;;ROSELANDIA;NOVO HAMBURGO;RS;Gasolina C Comum;4,599;14/07/2018 10:17
91424135000130;ABASTECEDORA TRES AMIGOS LTDA;RODOVIA BR-116,7455;;ROSELANDIA;NOVO HAMBURGO;RS;GNV;2,899;14/07/2018 10:17
91424135000130;ABASTECEDORA TRES AMIGOS LTDA;RODOVIA BR-116,7455;;ROSELANDIA;NOVO HAMBURGO;RS;Diesel S500;3,199;14/07/2018 10:17
91424135000130;ABASTECEDORA TRES AMIGOS LTDA;RODOVIA BR-116,7455;;ROSELANDIA;NOVO HAMBURGO;RS;Diesel S10;3,299;14/07/2018 10:17
93777456000143;POSTO PAMPEANO II;AVENIDA PRESIDENTE KENNEDY,185;;VILA BATISTA;CACAPAVA DO SUL;RS;Gasolina C Comum;4,947;29/06/2018 12:01
93777456000143;POSTO PAMPEANO II;AVENIDA PRESIDENTE KENNEDY,185;;VILA BATISTA;CACAPAVA DO SUL;RS;Etanol;4,149;29/06/2018 12:01
93777456000143;POSTO PAMPEANO II;AVENIDA PRESIDENTE KENNEDY,185;;VILA BATISTA;CACAPAVA DO SUL;RS;Diesel S500;3,327;29/06/2018 12:01
93777456000143;POSTO PAMPEANO II;AVENIDA PRESIDENTE KENNEDY,185;;VILA BATISTA;CACAPAVA DO SUL;RS;Diesel S10;3,394;29/06/2018 12:01
98749864000105;FIGUEIRA CENTRO COMERCIO E DERIVADOS DE COMBUSTIVEIS LTDA;RUA BENTO GONCALVES,1295;;CENTRO;VIAMAO;RS;Gasolina C Comum;4,399;14/10/2019 16:52
98749864000105;FIGUEIRA CENTRO COMERCIO E DERIVADOS DE COMBUSTIVEIS LTDA;RUA BENTO GONCALVES,1295;;CENTRO;VIAMAO;RS;Diesel S500;3,4;14/10/2019 16:52
98749864000105;FIGUEIRA CENTRO COMERCIO E DERIVADOS DE COMBUSTIVEIS LTDA;RUA BENTO GONCALVES,1295;;CENTRO;VIAMAO;RS;Diesel S10;3,499;14/10/2019 16:52
